Flight time,Speed,Altitude,FuelLevel,WeatherConditions
18:10:53,360.75,8658.0,85.57,cloudy
18:10:54,361.0,8664.0,85.56,cloudy
18:10:55,361.25,8670.0,85.55,cloudy
18:10:55,361.5,8676.0,85.54,cloudy
18:10:56,361.75,8682.0,85.53,cloudy
18:10:57,362.0,8688.0,85.52,cloudy
18:10:58,362.25,8694.0,85.51,cloudy
18:10:58,362.5,8700.0,85.5,cloudy
18:10:59,362.75,8706.0,85.49,cloudy
18:11:00,363.0,8712.0,85.48,cloudy
18:11:01,363.25,8718.0,85.47,cloudy
18:11:01,363.5,8724.0,85.46,cloudy
18:11:02,363.75,8730.0,85.45,cloudy
18:11:03,364.0,8736.0,85.44,cloudy
18:11:04,364.25,8742.0,85.43,cloudy
18:11:04,364.5,8748.0,85.42,cloudy
18:11:05,364.75,8754.0,85.41,cloudy
18:11:06,365.0,8760.0,85.4,cloudy
18:11:06,365.25,8766.0,85.39,cloudy
18:11:07,365.5,8772.0,85.38,cloudy
18:11:08,365.75,8778.0,85.37,cloudy
18:11:09,366.0,8784.0,85.36,cloudy
18:11:09,366.25,8790.0,85.35,cloudy
18:11:10,366.5,8796.0,85.34,cloudy
18:11:11,366.75,8802.0,85.33,cloudy
18:11:12,367.0,8808.0,85.32,cloudy
18:11:12,367.25,8814.0,85.31,cloudy
18:11:13,367.5,8820.0,85.3,cloudy
18:11:14,367.75,8826.0,85.29,cloudy
18:11:15,368.0,8832.0,85.28,cloudy
18:11:15,368.25,8838.0,85.27,cloudy
18:11:16,368.5,8844.0,85.26,cloudy
18:11:17,368.75,8850.0,85.25,cloudy
18:11:18,369.0,8856.0,85.24,cloudy
18:11:18,369.25,8862.0,85.23,cloudy
18:11:19,369.5,8868.0,85.22,cloudy
18:11:20,369.75,8874.0,85.21,cloudy
18:11:21,370.0,8880.0,85.2,cloudy
18:11:21,370.25,8886.0,85.19,cloudy
18:11:22,370.5,8892.0,85.18,cloudy
18:11:23,370.75,8898.0,85.17,cloudy
18:11:24,371.0,8904.0,85.16,cloudy
18:11:24,371.25,8910.0,85.15,cloudy
18:11:25,371.5,8916.0,85.14,cloudy
18:11:26,371.75,8922.0,85.13,cloudy
18:11:27,372.0,8928.0,85.12,cloudy
18:11:27,372.25,8934.0,85.11,cloudy
18:11:28,372.5,8940.0,85.1,cloudy
18:11:29,372.75,8946.0,85.09,cloudy
18:11:30,373.0,8952.0,85.08,cloudy
18:11:30,373.25,8958.0,85.07,cloudy
18:11:31,373.5,8964.0,85.06,cloudy
18:11:32,373.75,8970.0,85.05,cloudy
18:11:33,374.0,8976.0,85.04,cloudy
18:11:33,374.25,8982.0,85.03,cloudy
18:11:34,374.5,8988.0,85.02,cloudy
18:11:35,374.75,8994.0,85.01,cloudy
18:11:36,375.0,9000.0,85.0,cloudy
18:11:36,375.25,9006.0,84.99,cloudy
18:11:37,375.5,9012.0,84.98,cloudy
18:11:38,375.75,9018.0,84.97,cloudy
18:11:38,376.0,9024.0,84.96,cloudy
18:11:39,376.25,9030.0,84.95,cloudy
18:11:40,376.5,9036.0,84.94,cloudy
18:11:41,376.75,9042.0,84.93,cloudy
18:11:41,377.0,9048.0,84.92,cloudy
18:11:42,377.25,9054.0,84.91,cloudy
18:11:43,377.5,9060.0,84.9,cloudy
18:11:44,377.75,9066.0,84.89,cloudy
18:11:44,378.0,9072.0,84.88,cloudy
18:11:45,378.25,9078.0,84.87,cloudy
18:11:46,378.5,9084.0,84.86,cloudy
18:11:47,378.75,9090.0,84.85,cloudy
18:11:47,379.0,9096.0,84.84,cloudy
18:11:48,379.25,9102.0,84.83,cloudy
18:11:49,379.5,9108.0,84.82,cloudy
18:11:50,379.75,9114.0,84.81,cloudy
18:11:50,380.0,9120.0,84.8,cloudy
18:11:51,380.25,9126.0,84.79,cloudy
18:11:52,380.5,9132.0,84.78,cloudy
18:11:53,380.75,9138.0,84.77,cloudy
18:11:53,381.0,9144.0,84.76,cloudy
18:11:54,381.25,9150.0,84.75,cloudy
18:11:55,381.5,9156.0,84.74,cloudy
18:11:56,381.75,9162.0,84.73,cloudy
18:11:56,382.0,9168.0,84.72,cloudy
18:11:57,382.25,9174.0,84.71,cloudy
18:11:58,382.5,9180.0,84.7,cloudy
18:11:59,382.75,9186.0,84.69,cloudy
18:11:59,383.0,9192.0,84.68,cloudy
18:12:00,383.25,9198.0,84.67,cloudy
18:12:01,383.5,9204.0,84.66,cloudy
18:12:02,383.75,9210.0,84.65,cloudy
18:12:02,384.0,9216.0,84.64,cloudy
18:12:03,384.25,9222.0,84.63,cloudy
18:12:04,384.5,9228.0,84.62,cloudy
18:12:05,384.75,9234.0,84.61,cloudy
18:12:05,385.0,9240.0,84.6,cloudy
18:12:06,385.25,9246.0,84.59,cloudy
18:12:07,385.5,9252.0,84.58,cloudy
18:12:07,385.75,9258.0,84.57,cloudy
18:12:08,386.0,9264.0,84.56,cloudy
18:12:09,386.25,9270.0,84.55,cloudy
18:12:10,386.5,9276.0,84.54,cloudy
18:12:10,386.75,9282.0,84.53,cloudy
18:12:11,387.0,9288.0,84.52,cloudy
18:12:12,387.25,9294.0,84.51,cloudy
18:12:13,387.5,9300.0,84.5,cloudy
18:12:13,387.75,9306.0,84.49,cloudy
18:12:14,388.0,9312.0,84.48,cloudy
18:12:15,388.25,9318.0,84.47,cloudy
18:12:16,388.5,9324.0,84.46,cloudy
18:12:16,388.75,9330.0,84.45,cloudy
18:12:17,389.0,9336.0,84.44,cloudy
18:12:18,389.25,9342.0,84.43,cloudy
18:12:19,389.5,9348.0,84.42,cloudy
18:12:19,389.75,9354.0,84.41,cloudy
18:12:20,390.0,9360.0,84.4,cloudy
18:12:21,390.25,9366.0,84.39,cloudy
18:12:22,390.5,9372.0,84.38,cloudy
18:12:22,390.75,9378.0,84.37,cloudy
18:12:23,391.0,9384.0,84.36,cloudy
18:12:24,391.25,9390.0,84.35,cloudy
18:12:25,391.5,9396.0,84.34,cloudy
18:12:25,391.75,9402.0,84.33,cloudy
18:12:26,392.0,9408.0,84.32,cloudy
18:12:27,392.25,9414.0,84.31,cloudy
18:12:28,392.5,9420.0,84.3,cloudy
18:12:28,392.75,9426.0,84.29,cloudy
18:12:29,393.0,9432.0,84.28,cloudy
18:12:30,393.25,9438.0,84.27,cloudy
18:12:31,393.5,9444.0,84.26,cloudy
18:12:31,393.75,9450.0,84.25,cloudy
18:12:32,394.0,9456.0,84.24,cloudy
18:12:33,394.25,9462.0,84.23,cloudy
18:12:34,394.5,9468.0,84.22,cloudy
18:12:34,394.75,9474.0,84.21,cloudy
18:12:35,395.0,9480.0,84.2,cloudy
18:12:36,395.25,9486.0,84.19,cloudy
18:12:37,395.5,9492.0,84.18,cloudy
18:12:37,395.75,9498.0,84.17,cloudy
18:12:38,396.0,9504.0,84.16,cloudy
18:12:39,396.25,9510.0,84.15,cloudy
18:12:39,396.5,9516.0,84.14,cloudy
18:12:40,396.75,9522.0,84.13,cloudy
18:12:41,397.0,9528.0,84.12,cloudy
18:12:42,397.25,9534.0,84.11,cloudy
18:12:42,397.5,9540.0,84.1,cloudy
18:12:43,397.75,9546.0,84.09,cloudy
18:12:44,398.0,9552.0,84.08,cloudy
18:12:45,398.25,9558.0,84.07,cloudy
18:12:45,398.5,9564.0,84.06,cloudy
18:12:46,398.75,9570.0,84.05,cloudy
18:12:47,399.0,9576.0,84.04,cloudy
18:12:48,399.25,9582.0,84.03,cloudy
18:12:48,399.5,9588.0,84.02,cloudy
18:12:49,399.75,9594.0,84.01,cloudy
18:12:50,400.0,9600.0,84.0,cloudy
18:12:51,400.25,9606.0,83.99,cloudy
18:12:51,400.5,9612.0,83.98,cloudy
18:12:52,400.75,9618.0,83.97,cloudy
18:12:53,401.0,9624.0,83.96,cloudy
18:12:54,401.25,9630.0,83.95,cloudy
18:12:54,401.5,9636.0,83.94,cloudy
18:12:55,401.75,9642.0,83.93,cloudy
18:12:56,402.0,9648.0,83.92,cloudy
18:12:57,402.25,9654.0,83.91,cloudy
18:12:57,402.5,9660.0,83.9,cloudy
18:12:58,402.75,9666.0,83.89,cloudy
18:12:59,403.0,9672.0,83.88,cloudy
18:13:00,403.25,9678.0,83.87,cloudy
18:13:00,403.5,9684.0,83.86,cloudy
18:13:01,403.75,9690.0,83.85,cloudy
18:13:02,404.0,9696.0,83.84,cloudy
18:13:03,404.25,9702.0,83.83,cloudy
18:13:03,404.5,9708.0,83.82,cloudy
18:13:04,404.75,9714.0,83.81,cloudy
18:13:05,405.0,9720.0,83.8,cloudy
18:13:06,405.25,9726.0,83.79,cloudy
18:13:06,405.5,9732.0,83.78,cloudy
18:13:07,405.75,9738.0,83.77,cloudy
18:13:08,406.0,9744.0,83.76,cloudy
18:13:09,406.25,9750.0,83.75,cloudy
18:13:09,406.5,9756.0,83.74,cloudy
18:13:10,406.75,9762.0,83.73,cloudy
18:13:11,407.0,9768.0,83.72,cloudy
18:13:11,407.25,9774.0,83.71,cloudy
18:13:12,407.5,9780.0,83.7,cloudy
18:13:13,407.75,9786.0,83.69,cloudy
18:13:14,408.0,9792.0,83.68,cloudy
18:13:14,408.25,9798.0,83.67,cloudy
18:13:15,408.5,9804.0,83.66,cloudy
18:13:16,408.75,9810.0,83.65,cloudy
18:13:17,409.0,9816.0,83.64,cloudy
18:13:17,409.25,9822.0,83.63,cloudy
18:13:18,409.5,9828.0,83.62,cloudy
18:13:19,409.75,9834.0,83.61,cloudy
18:13:20,410.0,9840.0,83.6,cloudy
18:13:20,410.25,9846.0,83.59,cloudy
18:13:21,410.5,9852.0,83.58,cloudy
18:13:22,410.75,9858.0,83.57,cloudy
18:13:23,411.0,9864.0,83.56,cloudy
18:13:23,411.25,9870.0,83.55,cloudy
18:13:24,411.5,9876.0,83.54,cloudy
18:13:25,411.75,9882.0,83.53,cloudy
18:13:26,412.0,9888.0,83.52,cloudy
18:13:26,412.25,9894.0,83.51,cloudy
18:13:27,412.5,9900.0,83.5,cloudy
18:13:28,412.75,9906.0,83.49,cloudy
18:13:29,413.0,9912.0,83.48,cloudy
18:13:29,413.25,9918.0,83.47,cloudy
18:13:30,413.5,9924.0,83.46,cloudy
18:13:31,413.75,9930.0,83.45,cloudy
18:13:32,414.0,9936.0,83.44,cloudy
18:13:32,414.25,9942.0,83.43,cloudy
18:13:33,414.5,9948.0,83.42,cloudy
18:13:34,414.75,9954.0,83.41,cloudy
18:13:35,415.0,9960.0,83.4,cloudy
18:13:35,415.25,9966.0,83.39,cloudy
18:13:36,415.5,9972.0,83.38,cloudy
18:13:37,415.75,9978.0,83.37,cloudy
18:13:38,416.0,9984.0,83.36,cloudy
18:13:38,416.25,9990.0,83.35,cloudy
18:13:39,416.5,9996.0,83.34,cloudy
18:13:40,416.75,10002.0,83.33,turbulent
18:13:40,417.0,10008.0,83.32,turbulent
18:13:41,417.25,10014.0,83.31,turbulent
18:13:42,417.5,10020.0,83.3,turbulent
18:13:43,417.75,10026.0,83.29,turbulent
18:13:43,418.0,10032.0,83.28,turbulent
18:13:44,418.25,10038.0,83.27,turbulent
18:13:45,418.5,10044.0,83.26,turbulent
18:13:46,418.75,10050.0,83.25,turbulent
18:13:46,419.0,10056.0,83.24,turbulent
18:13:47,419.25,10062.0,83.23,turbulent
18:13:48,419.5,10068.0,83.22,turbulent
18:13:49,419.75,10074.0,83.21,turbulent
18:13:49,420.0,10080.0,83.2,turbulent
18:13:50,420.25,10086.0,83.19,turbulent
18:13:51,420.5,10092.0,83.18,turbulent
18:13:52,420.75,10098.0,83.17,turbulent
18:13:52,421.0,10104.0,83.16,turbulent
18:13:53,421.25,10110.0,83.15,turbulent
18:13:54,421.5,10116.0,83.14,turbulent
18:13:55,421.75,10122.0,83.13,turbulent
18:13:55,422.0,10128.0,83.12,turbulent
18:13:56,422.25,10134.0,83.11,turbulent
18:13:57,422.5,10140.0,83.1,turbulent
18:13:58,422.75,10146.0,83.09,turbulent
18:13:58,423.0,10152.0,83.08,turbulent
18:13:59,423.25,10158.0,83.07,turbulent
18:14:00,423.5,10164.0,83.06,turbulent
18:14:01,423.75,10170.0,83.05,turbulent
18:14:01,424.0,10176.0,83.04,turbulent
18:14:02,424.25,10182.0,83.03,turbulent
18:14:03,424.5,10188.0,83.02,turbulent
18:14:04,424.75,10194.0,83.01,turbulent
18:14:04,425.0,10200.0,83.0,turbulent
18:14:05,425.25,10206.0,82.99,turbulent
18:14:06,425.5,10212.0,82.98,turbulent
18:14:07,425.75,10218.0,82.97,turbulent
18:14:07,426.0,10224.0,82.96,turbulent
18:14:08,426.25,10230.0,82.95,turbulent
18:14:09,426.5,10236.0,82.94,turbulent
18:14:10,426.75,10242.0,82.93,turbulent
18:14:10,427.0,10248.0,82.92,turbulent
18:14:11,427.25,10254.0,82.91,turbulent
18:14:12,427.5,10260.0,82.9,turbulent
18:14:12,427.75,10266.0,82.89,turbulent
18:14:13,428.0,10272.0,82.88,turbulent
18:14:14,428.25,10278.0,82.87,turbulent
18:14:15,428.5,10284.0,82.86,turbulent
18:14:15,428.75,10290.0,82.85,turbulent
18:14:16,429.0,10296.0,82.84,turbulent
18:14:17,429.25,10302.0,82.83,turbulent
18:14:18,429.5,10308.0,82.82,turbulent
18:14:18,429.75,10314.0,82.81,turbulent
18:14:19,430.0,10320.0,82.8,turbulent
18:14:20,430.25,10326.0,82.79,turbulent
18:14:21,430.5,10332.0,82.78,turbulent
18:14:21,430.75,10338.0,82.77,turbulent
18:14:22,431.0,10344.0,82.76,turbulent
18:14:23,431.25,10350.0,82.75,turbulent
18:14:24,431.5,10356.0,82.74,turbulent
18:14:24,431.75,10362.0,82.73,turbulent
18:14:25,432.0,10368.0,82.72,turbulent
18:14:26,432.25,10374.0,82.71,turbulent
18:14:27,432.5,10380.0,82.7,turbulent
18:14:27,432.75,10386.0,82.69,turbulent
18:14:28,433.0,10392.0,82.68,turbulent
18:14:29,433.25,10398.0,82.67,turbulent
18:14:30,433.5,10404.0,82.66,turbulent
18:14:30,433.75,10410.0,82.65,turbulent
18:14:31,434.0,10416.0,82.64,turbulent
18:14:32,434.25,10422.0,82.63,turbulent
18:14:33,434.5,10428.0,82.62,turbulent
18:14:33,434.75,10434.0,82.61,turbulent
18:14:34,435.0,10440.0,82.6,turbulent
18:14:35,435.25,10446.0,82.59,turbulent
18:14:36,435.5,10452.0,82.58,turbulent
18:14:36,435.75,10458.0,82.57,turbulent
18:14:37,436.0,10464.0,82.56,turbulent
18:14:38,436.25,10470.0,82.55,turbulent
18:14:39,436.5,10476.0,82.54,turbulent
18:14:39,436.75,10482.0,82.53,turbulent
18:14:40,437.0,10488.0,82.52,turbulent
18:14:41,437.25,10494.0,82.51,turbulent
18:14:42,437.5,10500.0,82.5,turbulent
18:14:42,437.75,10506.0,82.49,turbulent
18:14:43,438.0,10512.0,82.48,turbulent
18:14:44,438.25,10518.0,82.47,turbulent
18:14:44,438.5,10524.0,82.46,turbulent
18:14:45,438.75,10530.0,82.45,turbulent
18:14:46,439.0,10536.0,82.44,turbulent
18:14:47,439.25,10542.0,82.43,turbulent
18:14:47,439.5,10548.0,82.42,turbulent
18:14:48,439.75,10554.0,82.41,turbulent
18:14:49,440.0,10560.0,82.4,turbulent
18:14:50,440.25,10566.0,82.39,turbulent
18:14:50,440.5,10572.0,82.38,turbulent
18:14:51,440.75,10578.0,82.37,turbulent
18:14:52,441.0,10584.0,82.36,turbulent
18:14:53,441.25,10590.0,82.35,turbulent
18:14:53,441.5,10596.0,82.34,turbulent
18:14:54,441.75,10602.0,82.33,turbulent
18:14:55,442.0,10608.0,82.32,turbulent
18:14:56,442.25,10614.0,82.31,turbulent
18:14:56,442.5,10620.0,82.3,turbulent
18:14:57,442.75,10626.0,82.29,turbulent
18:14:58,443.0,10632.0,82.28,turbulent
18:14:59,443.25,10638.0,82.27,turbulent
18:14:59,443.5,10644.0,82.26,turbulent
18:15:00,443.75,10650.0,82.25,turbulent
18:15:01,444.0,10656.0,82.24,turbulent
18:15:02,444.25,10662.0,82.23,turbulent
18:15:02,444.5,10668.0,82.22,turbulent
18:15:03,444.75,10674.0,82.21,turbulent
18:15:04,445.0,10680.0,82.2,turbulent
18:15:05,445.25,10686.0,82.19,turbulent
18:15:05,445.5,10692.0,82.18,turbulent
18:15:06,445.75,10698.0,82.17,turbulent
18:15:07,446.0,10704.0,82.16,turbulent
18:15:08,446.25,10710.0,82.15,turbulent
18:15:08,446.5,10716.0,82.14,turbulent
18:15:09,446.75,10722.0,82.13,turbulent
18:15:10,447.0,10728.0,82.12,turbulent
18:15:11,447.25,10734.0,82.11,turbulent
18:15:11,447.5,10740.0,82.1,turbulent
18:15:12,447.75,10746.0,82.09,turbulent
18:15:13,448.0,10752.0,82.08,turbulent
18:15:13,448.25,10758.0,82.07,turbulent
18:15:14,448.5,10764.0,82.06,turbulent
18:15:15,448.75,10770.0,82.05,turbulent
18:15:16,449.0,10776.0,82.04,turbulent
18:15:16,449.25,10782.0,82.03,turbulent
18:15:17,449.5,10788.0,82.02,turbulent
18:15:18,449.75,10794.0,82.01,turbulent
18:15:19,450.0,10800.0,82.0,turbulent
18:15:19,450.25,10806.0,81.99,turbulent
18:15:20,450.5,10812.0,81.98,turbulent
18:15:21,450.75,10818.0,81.97,turbulent
18:15:22,451.0,10824.0,81.96,turbulent
18:15:22,451.25,10830.0,81.95,turbulent
18:15:23,451.5,10836.0,81.94,turbulent
18:15:24,451.75,10842.0,81.93,turbulent
18:15:25,452.0,10848.0,81.92,turbulent
18:15:25,452.25,10854.0,81.91,turbulent
18:15:26,452.5,10860.0,81.9,turbulent
18:15:27,452.75,10866.0,81.89,turbulent
18:15:28,453.0,10872.0,81.88,turbulent
18:15:28,453.25,10878.0,81.87,turbulent
18:15:29,453.5,10884.0,81.86,turbulent
18:15:30,453.75,10890.0,81.85,turbulent
18:15:31,454.0,10896.0,81.84,turbulent
18:15:31,454.25,10902.0,81.83,turbulent
18:15:32,454.5,10908.0,81.82,turbulent
18:15:33,454.75,10914.0,81.81,turbulent
18:15:34,455.0,10920.0,81.8,turbulent
18:15:34,455.25,10926.0,81.79,turbulent
18:15:35,455.5,10932.0,81.78,turbulent
18:15:36,455.75,10938.0,81.77,turbulent
18:15:37,456.0,10944.0,81.76,turbulent
18:15:37,456.25,10950.0,81.75,turbulent
18:15:38,456.5,10956.0,81.74,turbulent
18:15:39,456.75,10962.0,81.73,turbulent
18:15:40,457.0,10968.0,81.72,turbulent
18:15:40,457.25,10974.0,81.71,turbulent
18:15:41,457.5,10980.0,81.7,turbulent
18:15:42,457.75,10986.0,81.69,turbulent
18:15:43,458.0,10992.0,81.68,turbulent
18:15:43,458.25,10998.0,81.67,turbulent
18:15:44,458.5,11004.0,81.66,turbulent
18:15:45,458.75,11010.0,81.65,turbulent
18:15:45,459.0,11016.0,81.64,turbulent
18:15:46,459.25,11022.0,81.63,turbulent
18:15:47,459.5,11028.0,81.62,turbulent
18:15:48,459.75,11034.0,81.61,turbulent
18:15:48,460.0,11040.0,81.6,turbulent
18:15:49,460.25,11046.0,81.59,turbulent
18:15:50,460.5,11052.0,81.58,turbulent
18:15:51,460.75,11058.0,81.57,turbulent
18:15:51,461.0,11064.0,81.56,turbulent
18:15:52,461.25,11070.0,81.55,turbulent
18:15:53,461.5,11076.0,81.54,turbulent
18:15:54,461.75,11082.0,81.53,turbulent
18:15:54,462.0,11088.0,81.52,turbulent
18:15:55,462.25,11094.0,81.51,turbulent
18:15:56,462.5,11100.0,81.5,turbulent
18:15:57,462.75,11106.0,81.49,turbulent
18:15:57,463.0,11112.0,81.48,turbulent
18:15:58,463.25,11118.0,81.47,turbulent
18:15:59,463.5,11124.0,81.46,turbulent
18:16:00,463.75,11130.0,81.45,turbulent
18:16:00,464.0,11136.0,81.44,turbulent
18:16:01,464.25,11142.0,81.43,turbulent
18:16:02,464.5,11148.0,81.42,turbulent
18:16:03,464.75,11154.0,81.41,turbulent
18:16:03,465.0,11160.0,81.4,turbulent
18:16:04,465.25,11166.0,81.39,turbulent
18:16:05,465.5,11172.0,81.38,turbulent
18:16:06,465.75,11178.0,81.37,turbulent
18:16:06,466.0,11184.0,81.36,turbulent
18:16:07,466.25,11190.0,81.35,turbulent
18:16:08,466.5,11196.0,81.34,turbulent
18:16:09,466.75,11202.0,81.33,turbulent
18:16:09,467.0,11208.0,81.32,turbulent
18:16:10,467.25,11214.0,81.31,turbulent
18:16:11,467.5,11220.0,81.3,turbulent
18:16:12,467.75,11226.0,81.29,turbulent
18:16:12,468.0,11232.0,81.28,turbulent
18:16:13,468.25,11238.0,81.27,turbulent
18:16:14,468.5,11244.0,81.26,turbulent
18:16:15,468.75,11250.0,81.25,turbulent
18:16:15,469.0,11256.0,81.24,turbulent
18:16:16,469.25,11262.0,81.23,turbulent
18:16:17,469.5,11268.0,81.22,turbulent
18:16:17,469.75,11274.0,81.21,turbulent
18:16:18,470.0,11280.0,81.2,turbulent
18:16:19,470.25,11286.0,81.19,turbulent
18:16:20,470.5,11292.0,81.18,turbulent
18:16:20,470.75,11298.0,81.17,turbulent
18:16:21,471.0,11304.0,81.16,turbulent
18:16:22,471.25,11310.0,81.15,turbulent
18:16:23,471.5,11316.0,81.14,turbulent
18:16:23,471.75,11322.0,81.13,turbulent
18:16:24,472.0,11328.0,81.12,turbulent
18:16:25,472.25,11334.0,81.11,turbulent
18:16:26,472.5,11340.0,81.1,turbulent
18:16:26,472.75,11346.0,81.09,turbulent
18:16:27,473.0,11352.0,81.08,turbulent
18:16:28,473.25,11358.0,81.07,turbulent
18:16:29,473.5,11364.0,81.06,turbulent
18:16:29,473.75,11370.0,81.05,turbulent
18:16:30,474.0,11376.0,81.04,turbulent
18:16:31,474.25,11382.0,81.03,turbulent
18:16:32,474.5,11388.0,81.02,turbulent
18:16:32,474.75,11394.0,81.01,turbulent
18:16:33,475.0,11400.0,81.0,turbulent
18:16:34,475.25,11406.0,80.99,turbulent
18:16:35,475.5,11412.0,80.98,turbulent
18:16:35,475.75,11418.0,80.97,turbulent
18:16:36,476.0,11424.0,80.96,turbulent
18:16:37,476.25,11430.0,80.95,turbulent
18:16:38,476.5,11436.0,80.94,turbulent
18:16:38,476.75,11442.0,80.93,turbulent
18:16:39,477.0,11448.0,80.92,turbulent
18:16:40,477.25,11454.0,80.91,turbulent
18:16:41,477.5,11460.0,80.9,turbulent
18:16:41,477.75,11466.0,80.89,turbulent
18:16:42,478.0,11472.0,80.88,turbulent
18:16:43,478.25,11478.0,80.87,turbulent
18:16:44,478.5,11484.0,80.86,turbulent
18:16:44,478.75,11490.0,80.85,turbulent
18:16:45,479.0,11496.0,80.84,turbulent
18:16:46,479.25,11502.0,80.83,turbulent
18:16:46,479.5,11508.0,80.82,turbulent
18:16:47,479.75,11514.0,80.81,turbulent
18:16:48,480.0,11520.0,80.8,turbulent
18:16:49,480.25,11526.0,80.79,turbulent
18:16:49,480.5,11532.0,80.78,turbulent
18:16:50,480.75,11538.0,80.77,turbulent
18:16:51,481.0,11544.0,80.76,turbulent
18:16:52,481.25,11550.0,80.75,turbulent
18:16:52,481.5,11556.0,80.74,turbulent
18:16:53,481.75,11562.0,80.73,turbulent
18:16:54,482.0,11568.0,80.72,turbulent
18:16:55,482.25,11574.0,80.71,turbulent
18:16:55,482.5,11580.0,80.7,turbulent
18:16:56,482.75,11586.0,80.69,turbulent
18:16:57,483.0,11592.0,80.68,turbulent
18:16:58,483.25,11598.0,80.67,turbulent
18:16:58,483.5,11604.0,80.66,turbulent
18:16:59,483.75,11610.0,80.65,turbulent
18:17:00,484.0,11616.0,80.64,turbulent
18:17:01,484.25,11622.0,80.63,turbulent
18:17:01,484.5,11628.0,80.62,turbulent
18:17:02,484.75,11634.0,80.61,turbulent
18:17:03,485.0,11640.0,80.6,turbulent
18:17:04,485.25,11646.0,80.59,turbulent
18:17:04,485.5,11652.0,80.58,turbulent
18:17:05,485.75,11658.0,80.57,turbulent
18:17:06,486.0,11664.0,80.56,turbulent
18:17:07,486.25,11670.0,80.55,turbulent
18:17:07,486.5,11676.0,80.54,turbulent
18:17:08,486.75,11682.0,80.53,turbulent
18:17:09,487.0,11688.0,80.52,turbulent
18:17:10,487.25,11694.0,80.51,turbulent
18:17:10,487.5,11700.0,80.5,turbulent
18:17:11,487.75,11706.0,80.49,turbulent
18:17:12,488.0,11712.0,80.48,turbulent
18:17:13,488.25,11718.0,80.47,turbulent
18:17:13,488.5,11724.0,80.46,turbulent
18:17:14,488.75,11730.0,80.45,turbulent
18:17:15,489.0,11736.0,80.44,turbulent
18:17:16,489.25,11742.0,80.43,turbulent
18:17:16,489.5,11748.0,80.42,turbulent
18:17:17,489.75,11754.0,80.41,turbulent
18:17:18,490.0,11760.0,80.4,turbulent
18:17:18,490.25,11766.0,80.39,turbulent
18:17:19,490.5,11772.0,80.38,turbulent
18:17:20,490.75,11778.0,80.37,turbulent
18:17:21,491.0,11784.0,80.36,turbulent
18:17:21,491.25,11790.0,80.35,turbulent
18:17:22,491.5,11796.0,80.34,turbulent
18:17:23,491.75,11802.0,80.33,turbulent
18:17:24,492.0,11808.0,80.32,turbulent
18:17:24,492.25,11814.0,80.31,turbulent
18:17:25,492.5,11820.0,80.3,turbulent
18:17:26,492.75,11826.0,80.29,turbulent
18:17:27,493.0,11832.0,80.28,turbulent
18:17:27,493.25,11838.0,80.27,turbulent
18:17:28,493.5,11844.0,80.26,turbulent
18:17:29,493.75,11850.0,80.25,turbulent
18:17:30,494.0,11856.0,80.24,turbulent
18:17:30,494.25,11862.0,80.23,turbulent
18:17:31,494.5,11868.0,80.22,turbulent
18:17:32,494.75,11874.0,80.21,turbulent
18:17:33,495.0,11880.0,80.2,turbulent
18:17:33,495.25,11886.0,80.19,turbulent
18:17:34,495.5,11892.0,80.18,turbulent
18:17:35,495.75,11898.0,80.17,turbulent
18:17:36,496.0,11904.0,80.16,turbulent
18:17:36,496.25,11910.0,80.15,turbulent
18:17:37,496.5,11916.0,80.14,turbulent
18:17:38,496.75,11922.0,80.13,turbulent
18:17:39,497.0,11928.0,80.12,turbulent
18:17:39,497.25,11934.0,80.11,turbulent
18:17:40,497.5,11940.0,80.1,turbulent
18:17:41,497.75,11946.0,80.09,turbulent
18:17:42,498.0,11952.0,80.08,turbulent
18:17:42,498.25,11958.0,80.07,turbulent
18:17:43,498.5,11964.0,80.06,turbulent
18:17:44,498.75,11970.0,80.05,turbulent
18:17:45,499.0,11976.0,80.04,turbulent
18:17:45,499.25,11982.0,80.03,turbulent
18:17:46,499.5,11988.0,80.02,turbulent
18:17:47,499.75,11994.0,80.01,turbulent
18:17:48,500.0,12000.0,80.0,turbulent
18:17:48,500.03,12000.0,79.99,clear
18:17:49,500.06,12000.0,79.98,clear
18:17:50,500.09,12000.0,79.97,clear
18:17:50,500.12,12000.0,79.96,clear
18:17:51,500.15,12000.0,79.95,clear
18:17:52,500.18,12000.0,79.94,clear
18:17:53,500.21,12000.0,79.93,clear
18:17:53,500.24,12000.0,79.92,clear
18:17:54,500.27,12000.0,79.91,clear
18:17:55,500.3,12000.0,79.9,clear
18:17:56,500.33,12000.0,79.89,clear
18:17:56,500.36,12000.0,79.88,clear
18:17:57,500.39,12000.0,79.87,clear
18:17:58,500.42,12000.0,79.86,clear
18:17:59,500.45,12000.0,79.85,clear
18:17:59,500.48,12000.0,79.84,clear
18:18:00,500.51,12000.0,79.83,clear
18:18:01,500.54,12000.0,79.82,clear
18:18:02,500.57,12000.0,79.81,clear
18:18:02,500.6,12000.0,79.8,clear
18:18:03,500.63,12000.0,79.79,clear
18:18:04,500.66,12000.0,79.78,clear
18:18:05,500.69,12000.0,79.77,clear
18:18:05,500.72,12000.0,79.76,clear
18:18:06,500.75,12000.0,79.75,clear
18:18:07,500.78,12000.0,79.74,clear
