time,speed,altitude,fuel_level
11.17787,21.18151,125.3662,98.88221
11.18451,21.14744,125.3632,98.88155
11.19188,21.14744,125.3632,98.88081
11.19807,21.14744,125.3632,98.8802
11.20512,21.10315,125.3602,98.87949
11.2123,21.10315,125.3602,98.87877
11.21874,21.10315,125.3602,98.87813
11.22616,21.04917,125.3571,98.87738
11.23464,21.04917,125.3571,98.87653
11.24891,20.98615,125.3541,98.87511
11.25604,20.98615,125.3541,98.8744
11.26254,20.91487,125.351,98.87375
11.27005,20.91487,125.351,98.87299
11.27632,20.91487,125.351,98.87237
11.28218,20.83619,125.348,98.87178
11.28903,20.83619,125.348,98.87109
11.29483,20.83619,125.348,98.87051
11.3013,20.7511,125.3449,98.86987
11.30772,20.7511,125.3449,98.86922
11.31377,20.7511,125.3449,98.86862
11.32065,20.66064,125.3419,98.86794
11.3267,20.66064,125.3419,98.86733
11.33461,20.66064,125.3419,98.86654
11.34246,20.56595,125.3388,98.86575
11.34863,20.56595,125.3388,98.86514
11.35488,20.56595,125.3388,98.86451
11.36058,20.46824,125.3358,98.86395
11.36717,20.46824,125.3358,98.86328
11.3732,20.46824,125.3358,98.86268
11.37988,20.46824,125.3358,98.86201
11.387,20.36874,125.3329,98.8613
11.40272,20.26875,125.3299,98.85973
11.40863,20.26875,125.3299,98.85914
11.41509,20.26875,125.3299,98.85849
11.4221,20.16959,125.327,98.85779
11.42911,20.16959,125.327,98.85709
11.43577,20.16959,125.327,98.85642
11.44298,20.07256,125.3241,98.85571
11.44993,20.07256,125.3241,98.855
11.45586,20.07256,125.3241,98.85442
11.46249,19.97896,125.3212,98.85375
11.46873,19.97896,125.3212,98.85313
11.47504,19.97896,125.3212,98.85249
11.48104,19.89007,125.3184,98.8519
11.48754,19.89007,125.3184,98.85125
11.49417,19.89007,125.3184,98.85059
11.50091,19.8071,125.3156,98.84991
11.50847,19.8071,125.3156,98.84915
11.51495,19.8071,125.3156,98.8485
11.52215,19.73121,125.3128,98.84779
11.52851,19.73121,125.3128,98.84715
11.53609,19.73121,125.3128,98.84639
11.5429,19.66345,125.31,98.84571
11.55824,19.66345,125.31,98.84418
11.56379,19.60479,125.3073,98.84362
11.57072,19.60479,125.3073,98.84293
11.57715,19.60479,125.3073,98.84229
11.5835,19.55606,125.3045,98.84165
11.58986,19.55606,125.3045,98.84101
11.59582,19.55606,125.3045,98.84042
11.6032,19.51795,125.3018,98.83968
11.60954,19.51795,125.3018,98.83904
11.61584,19.51795,125.3018,98.83842
11.62135,19.49101,125.2991,98.83787
11.62724,19.49101,125.2991,98.83727
11.64278,19.47562,125.2963,98.83572
11.65025,19.47562,125.2963,98.83498
11.65804,19.47562,125.2963,98.8342
11.66495,19.472,125.2935,98.8335
11.67152,19.472,125.2935,98.83285
11.67777,19.472,125.2935,98.83222
11.68384,19.4802,125.2907,98.83162
11.69058,19.4802,125.2907,98.83094
11.69714,19.4802,125.2907,98.83028
11.71063,19.50008,125.2878,98.82893
11.71682,19.50008,125.2878,98.82832
11.72355,19.53134,125.2848,98.82764
11.7294,19.53134,125.2848,98.82706
11.73565,19.53134,125.2848,98.82643
11.74209,19.57353,125.2818,98.82579
11.74803,19.57353,125.2818,98.8252
11.75481,19.57353,125.2818,98.82452
11.76068,19.62604,125.2786,98.82393
11.76809,19.62604,125.2786,98.82319
11.77453,19.62604,125.2786,98.82255
11.78051,19.68809,125.2753,98.82195
11.7875,19.68809,125.2753,98.82125
11.79342,19.68809,125.2753,98.82066
11.79934,19.68809,125.2753,98.82007
11.80546,19.7588,125.2719,98.81945
11.8114,19.7588,125.2719,98.81886
11.81716,19.7588,125.2719,98.81828
11.82328,19.83718,125.2683,98.81767
11.82959,19.83718,125.2683,98.81704
11.83778,19.83718,125.2683,98.81622
11.84584,19.92213,125.2645,98.81541
11.85314,19.92213,125.2645,98.81469
11.86634,20.01248,125.2606,98.81336
11.87376,20.01248,125.2606,98.81262
11.87931,20.01248,125.2606,98.81207
11.88633,20.10701,125.2564,98.81136
11.89486,20.10701,125.2564,98.81052
11.90071,20.20444,125.252,98.80993
11.90689,20.20444,125.252,98.80931
11.91363,20.20444,125.252,98.80864
11.92344,20.3035,125.2474,98.80766
11.92978,20.3035,125.2474,98.80702
11.93551,20.3035,125.2474,98.80645
11.94187,20.40289,125.2425,98.80582
11.94787,20.40289,125.2425,98.80521
11.9563,20.40289,125.2425,98.80437
11.96243,20.50134,125.2374,98.80376
11.96866,20.50134,125.2374,98.80313
11.9748,20.50134,125.2374,98.80252
11.98031,20.59759,125.2321,98.80197
11.98933,20.59759,125.2321,98.80106
11.99662,20.59759,125.2321,98.80034
12.00444,20.69046,125.2264,98.79955
12.02264,20.77878,125.2205,98.79774
12.03127,20.77878,125.2205,98.79688
12.03964,20.77878,125.2205,98.79604
12.05217,20.86148,125.2143,98.79478
12.06208,20.93756,125.2078,98.79379
12.07254,20.93756,125.2078,98.79275
12.08117,21.00611,125.2011,98.79189
12.08993,21.00611,125.2011,98.79101
12.0985,21.00611,125.2011,98.79015
12.10862,21.0663,125.1941,98.78914
12.11727,21.0663,125.1941,98.78828
12.12397,21.11744,125.1868,98.78761
12.13287,21.11744,125.1868,98.78671
12.14032,21.1589,125.1793,98.78596
12.14848,21.1589,125.1793,98.78515
12.15639,21.1589,125.1793,98.78436
12.17479,21.19021,125.1715,98.78252
12.18305,21.21098,125.1634,98.78169
12.19045,21.21098,125.1634,98.78095
12.1983,21.21098,125.1634,98.78017
12.2081,21.22098,125.1552,98.77919
12.21502,21.22098,125.1552,98.7785
12.22401,21.22006,125.1467,98.7776
12.23203,21.22006,125.1467,98.77679
12.23994,21.22006,125.1467,98.77601
12.24702,21.20822,125.138,98.7753
12.25576,21.20822,125.138,98.77442
12.26225,21.1856,125.1292,98.77377
12.26907,21.1856,125.1292,98.77309
12.27537,21.1856,125.1292,98.77246
12.28244,21.15243,125.1201,98.77176
12.28884,21.15243,125.1201,98.77112
12.2951,21.15243,125.1201,98.77049
12.30185,21.1091,125.111,98.76981
12.30831,21.1091,125.111,98.76917
12.32041,21.0561,125.1016,98.76796
12.3265,21.0561,125.1016,98.76735
12.33378,21.0561,125.1016,98.76662
12.34002,20.99404,125.0922,98.766
12.34655,20.99404,125.0922,98.76534
12.35293,20.99404,125.0922,98.76471
12.35942,20.99404,125.0922,98.76406
12.3655,20.92367,125.0827,98.76345
12.37156,20.92367,125.0827,98.76284
12.3776,20.92367,125.0827,98.76224
12.38366,20.84583,125.0731,98.76163
12.39025,20.84583,125.0731,98.76098
12.39625,20.84583,125.0731,98.76038
12.40263,20.76146,125.0634,98.75974
12.40937,20.76146,125.0634,98.75906
12.41568,20.76146,125.0634,98.75843
12.42235,20.6716,125.0537,98.75777
12.42842,20.6716,125.0537,98.75716
12.4345,20.6716,125.0537,98.75655
12.44139,20.57737,125.044,98.75586
12.44886,20.57737,125.044,98.75511
12.45549,20.57737,125.044,98.75445
12.462,20.47995,125.0343,98.7538
12.47484,20.47995,125.0343,98.75252
12.48071,20.38061,125.0246,98.75193
12.4876,20.38061,125.0246,98.75124
12.49337,20.38061,125.0246,98.75066
12.49935,20.38061,125.0246,98.75006
12.5058,20.28061,125.0149,98.74942
12.51192,20.28061,125.0149,98.74881
12.51861,20.28061,125.0149,98.74814
12.52496,20.18129,125.0053,98.74751
12.53105,20.18129,125.0053,98.74689
12.53759,20.18129,125.0053,98.74624
12.54329,20.08396,124.9958,98.74567
12.55017,20.08396,124.9958,98.74498
12.55624,20.08396,124.9958,98.74438
12.56228,19.98993,124.9863,98.74377
12.56945,19.98993,124.9863,98.74306
12.57555,19.98993,124.9863,98.74245
12.58264,19.9005,124.9769,98.74174
12.58968,19.9005,124.9769,98.74104
12.59603,19.9005,124.9769,98.74039
12.60244,19.8169,124.9677,98.73975
12.60827,19.8169,124.9677,98.73917
12.61513,19.8169,124.9677,98.73849
12.62982,19.74029,124.9585,98.73701
12.63716,19.74029,124.9585,98.73628
12.64423,19.67174,124.9495,98.73557
12.65205,19.67174,124.9495,98.73479
12.65927,19.67174,124.9495,98.73407
12.66622,19.61223,124.9406,98.73338
12.67396,19.61223,124.9406,98.7326
12.68096,19.56262,124.9318,98.7319
12.68925,19.56262,124.9318,98.73107
12.69543,19.56262,124.9318,98.73045
12.70285,19.5236,124.9232,98.72971
12.70965,19.5236,124.9232,98.72903
12.71665,19.5236,124.9232,98.72833
12.72412,19.49573,124.9147,98.72758
12.7311,19.49573,124.9147,98.72689
12.73829,19.49573,124.9147,98.72617
12.74468,19.47942,124.9064,98.72553
12.75261,19.47942,124.9064,98.72474
12.75978,19.47942,124.9064,98.72402
12.76773,19.47489,124.8982,98.72323
12.78246,19.4822,124.8901,98.72176
12.78978,19.4822,124.8901,98.72102
12.79683,19.4822,124.8901,98.72031
12.80407,19.50123,124.8822,98.71959
12.81144,19.50123,124.8822,98.71886
12.81845,19.50123,124.8822,98.71815
12.82585,19.53169,124.8744,98.71741
12.83371,19.53169,124.8744,98.71663
12.84128,19.57312,124.8667,98.71587
12.86042,19.62493,124.8591,98.71396
12.86925,19.62493,124.8591,98.71307
12.87617,19.62493,124.8591,98.71238
12.88339,19.68637,124.8516,98.71166
12.89052,19.68637,124.8516,98.71095
12.89737,19.68637,124.8516,98.71027
12.9041,19.75656,124.8441,98.70959
12.91198,19.75656,124.8441,98.7088
12.91937,19.75656,124.8441,98.70806
12.93468,19.83451,124.8368,98.70653
12.94177,19.91916,124.8295,98.70583
12.94889,19.91916,124.8295,98.70511
12.95653,19.91916,124.8295,98.70435
12.96287,20.00934,124.8222,98.70371
12.96971,20.00934,124.8222,98.70303
12.97686,20.00934,124.8222,98.70232
12.98344,20.10386,124.8149,98.70165
12.99128,20.10386,124.8149,98.70087
12.99872,20.10386,124.8149,98.70013
13.00746,20.20147,124.8077,98.69926
13.01518,20.20147,124.8077,98.69848
13.02314,20.30091,124.8004,98.69769
13.03098,20.30091,124.8004,98.6969
13.03934,20.30091,124.8004,98.69607
13.0464,20.40091,124.7931,98.69536
13.05424,20.40091,124.7931,98.69457
13.06192,20.50023,124.7857,98.69381
13.07066,20.50023,124.7857,98.69293
13.0873,20.59764,124.7783,98.69127
13.09747,20.59764,124.7783,98.69025
13.10551,20.69199,124.7708,98.68945
13.11404,20.69199,124.7708,98.6886
13.12189,20.78214,124.7632,98.68781
13.13201,20.78214,124.7632,98.6868
13.13999,20.78214,124.7632,98.686
13.14837,20.86705,124.7555,98.68517
13.15675,20.86705,124.7555,98.68433
13.16666,20.94574,124.7477,98.68333
13.17535,20.94574,124.7477,98.68246
13.18434,21.01733,124.7398,98.68156
13.19283,21.01733,124.7398,98.68072
13.20103,21.08101,124.7317,98.67989
13.20957,21.08101,124.7317,98.67905
13.21774,21.08101,124.7317,98.67822
13.22609,21.1361,124.7235,98.67739
13.24366,21.18198,124.7152,98.67564
13.25192,21.18198,124.7152,98.6748
13.26006,21.21817,124.7067,98.674
13.2709,21.21817,124.7067,98.67291
13.28148,21.2443,124.698,98.67185
13.29005,21.2443,124.698,98.671
13.29788,21.2443,124.698,98.67021
13.30589,21.26008,124.6892,98.66941
13.31408,21.26008,124.6892,98.66859
13.32212,21.26536,124.6803,98.66779
13.33242,21.26536,124.6803,98.66676
13.34017,21.2601,124.6712,98.66599
13.34979,21.2601,124.6712,98.66502
13.35748,21.2601,124.6712,98.66425
13.36484,21.24435,124.662,98.66351
13.37267,21.24435,124.662,98.66273
13.38084,21.21832,124.6526,98.66192
13.39885,21.21832,124.6526,98.66012
13.40651,21.18226,124.6431,98.65935
13.41412,21.18226,124.6431,98.65858
13.4214,21.13659,124.6336,98.65786
13.42903,21.13659,124.6336,98.6571
13.43641,21.13659,124.6336,98.65636
13.4439,21.08181,124.6239,98.65561
13.45138,21.08181,124.6239,98.65486
13.45906,21.08181,124.6239,98.65409
13.46692,21.0185,124.6141,98.65331
13.47623,21.0185,124.6141,98.65237
13.48351,20.94736,124.6042,98.65165
13.4915,20.94736,124.6042,98.65085
13.49842,20.94736,124.6042,98.65015
13.50638,20.86918,124.5943,98.64936
13.51421,20.86918,124.5943,98.64858
13.52221,20.78482,124.5843,98.64778
13.52927,20.78482,124.5843,98.64707
13.53699,20.78482,124.5843,98.6463
13.55235,20.69522,124.5743,98.64477
13.55935,20.69522,124.5743,98.64407
13.56679,20.60139,124.5643,98.64332
13.57439,20.60139,124.5643,98.64256
13.58197,20.50439,124.5543,98.6418
13.58986,20.50439,124.5543,98.64101
13.59759,20.50439,124.5543,98.64024
13.60493,20.40534,124.5443,98.6395
13.61255,20.40534,124.5443,98.63875
13.61906,20.40534,124.5443,98.63809
13.62588,20.30539,124.5343,98.63741
13.63271,20.30539,124.5343,98.63673
13.63945,20.30539,124.5343,98.63605
13.64633,20.20571,124.5244,98.63537
13.65352,20.20571,124.5244,98.63465
13.66012,20.10749,124.5145,98.63399
13.66685,20.10749,124.5145,98.63332
13.67398,20.10749,124.5145,98.6326
13.68181,20.0119,124.5047,98.63182
13.68907,20.0119,124.5047,98.6311
13.70379,19.92011,124.495,98.62962
13.71087,19.92011,124.495,98.62891
13.71732,19.92011,124.495,98.62827
13.72474,19.83325,124.4854,98.62753
13.73258,19.83325,124.4854,98.62674
13.73975,19.83325,124.4854,98.62602
13.74607,19.75239,124.4759,98.6254
13.75297,19.75239,124.4759,98.6247
13.75929,19.75239,124.4759,98.62407
13.76536,19.67856,124.4666,98.62347
13.77287,19.67856,124.4666,98.62271
13.77879,19.67856,124.4666,98.62212
13.78621,19.61268,124.4573,98.62138
13.79227,19.61268,124.4573,98.62077
13.79864,19.61268,124.4573,98.62013
13.80562,19.5556,124.4482,98.61944
13.81244,19.5556,124.4482,98.61876
13.8195,19.5556,124.4482,98.61805
13.82615,19.50805,124.4392,98.61739
13.83354,19.50805,124.4392,98.61665
13.84006,19.47063,124.4304,98.616
13.85298,19.47063,124.4304,98.6147
13.85859,19.47063,124.4304,98.61414
13.86591,19.44384,124.4217,98.61341
13.87287,19.44384,124.4217,98.61272
13.88045,19.42801,124.4131,98.61195
13.889,19.42801,124.4131,98.6111
13.89659,19.42801,124.4131,98.61034
13.90285,19.42333,124.4047,98.60972
13.90955,19.42333,124.4047,98.60905
13.91604,19.42333,124.4047,98.6084
13.92226,19.42987,124.3964,98.60777
13.92836,19.42987,124.3964,98.60716
13.93503,19.42987,124.3964,98.6065
13.94152,19.44753,124.3883,98.60585
13.94761,19.44753,124.3883,98.60524
13.95423,19.44753,124.3883,98.60458
13.96098,19.47606,124.3803,98.6039
13.9674,19.47606,124.3803,98.60326
13.97459,19.47606,124.3803,98.60254
13.98019,19.51508,124.3723,98.60198
13.98725,19.51508,124.3723,98.60127
13.99278,19.51508,124.3723,98.60072
14.0056,19.56407,124.3645,98.59944
14.01161,19.56407,124.3645,98.59884
14.0197,19.56407,124.3645,98.59803
14.0271,19.62241,124.3568,98.59729
14.03491,19.62241,124.3568,98.59651
14.04082,19.68934,124.3492,98.59592
14.04757,19.68934,124.3492,98.59525
14.05362,19.68934,124.3492,98.59464
14.05928,19.68934,124.3492,98.59407
14.06641,19.76401,124.3417,98.59336
14.07409,19.76401,124.3417,98.59259
14.08177,19.84549,124.3342,98.59182
14.09029,19.84549,124.3342,98.59097
14.09755,19.84549,124.3342,98.59025
14.10459,19.93279,124.3267,98.58954
14.11144,19.93279,124.3267,98.58886
14.12478,20.02484,124.3193,98.58752
14.13454,20.02484,124.3193,98.58655
14.14379,20.12056,124.3119,98.58562
14.15826,20.12056,124.3119,98.58418
14.17095,20.21883,124.3044,98.5829
14.17787,20.21883,124.3044,98.58221
14.18451,20.31851,124.297,98.58155
14.19108,20.31851,124.297,98.58089
14.19794,20.31851,124.297,98.58021
14.20497,20.41848,124.2895,98.57951
14.21207,20.41848,124.2895,98.5788
14.21842,20.41848,124.2895,98.57816
14.22524,20.51762,124.282,98.57748
14.23198,20.51762,124.282,98.57681
14.23814,20.51762,124.282,98.57619
14.24381,20.61484,124.2744,98.57562
14.2496,20.61484,124.2744,98.57504
14.25586,20.61484,124.2744,98.57442
14.26111,20.70909,124.2666,98.57389
14.26801,20.70909,124.2666,98.5732
14.27395,20.70909,124.2666,98.5726
14.27966,20.70909,124.2666,98.57204
14.28618,20.79934,124.2588,98.57138
14.29228,20.79934,124.2588,98.57077
14.2983,20.79934,124.2588,98.57017
14.30464,20.88465,124.2509,98.56953
14.31683,20.88465,124.2509,98.56831
14.32373,20.96411,124.2428,98.56763
14.33066,20.96411,124.2428,98.56693
14.3366,20.96411,124.2428,98.56634
14.342,21.03689,124.2346,98.5658
14.34831,21.03689,124.2346,98.56517
14.35394,21.03689,124.2346,98.56461
14.35899,21.03689,124.2346,98.5641
14.36544,21.10224,124.2262,98.56345
14.37115,21.10224,124.2262,98.56288
14.37733,21.10224,124.2262,98.56226
14.38317,21.15949,124.2176,98.56168
14.38901,21.15949,124.2176,98.5611
14.39463,21.15949,124.2176,98.56054
14.40028,21.20804,124.2088,98.55997
14.40561,21.20804,124.2088,98.55944
14.41162,21.20804,124.2088,98.55884
14.41782,21.20804,124.2088,98.55822
14.42408,21.24741,124.1997,98.55759
14.4299,21.24741,124.1997,98.55701
14.43553,21.24741,124.1997,98.55645
14.44147,21.2772,124.1905,98.55585
14.44711,21.2772,124.1905,98.55529
14.45271,21.2772,124.1905,98.55473
14.45859,21.2772,124.1905,98.55414
14.46991,21.29711,124.181,98.55301
14.47581,21.29711,124.181,98.55242
14.48161,21.30694,124.1713,98.55184
14.48781,21.30694,124.1713,98.55122
14.49443,21.30694,124.1713,98.55056
14.50063,21.30661,124.1614,98.54993
14.50671,21.30661,124.1614,98.54933
14.51213,21.30661,124.1614,98.54879
14.5183,21.30661,124.1614,98.54817
14.52334,21.29612,124.1512,98.54767
14.52865,21.29612,124.1512,98.54713
14.53468,21.29612,124.1512,98.54653
14.54063,21.27558,124.1407,98.54594
14.54914,21.27558,124.1407,98.54509
14.55523,21.27558,124.1407,98.54448
14.56039,21.2452,124.1301,98.54396
14.5665,21.2452,124.1301,98.54335
14.57199,21.2452,124.1301,98.5428
14.57772,21.2452,124.1301,98.54223
14.58377,21.2053,124.1191,98.54163
14.58966,21.2053,124.1191,98.54103
14.59564,21.2053,124.1191,98.54044
14.6024,21.15627,124.108,98.53976
14.60821,21.15627,124.108,98.53918
14.61452,21.15627,124.108,98.53855
14.62545,21.0986,124.0967,98.53745
14.63258,21.0986,124.0967,98.53674
14.6388,21.0986,124.0967,98.53612
14.64537,21.03289,124.0851,98.53546
14.65203,21.03289,124.0851,98.5348
14.65829,21.03289,124.0851,98.53417
14.66468,20.9598,124.0734,98.53353
14.67161,20.9598,124.0734,98.53284
14.6781,20.9598,124.0734,98.53219
14.68478,20.88008,124.0615,98.53152
14.69129,20.88008,124.0615,98.53087
14.69784,20.88008,124.0615,98.53022
14.70455,20.79456,124.0494,98.52955
14.712,20.79456,124.0494,98.5288
14.71995,20.79456,124.0494,98.52801
14.72667,20.70415,124.0372,98.52734
14.7335,20.70415,124.0372,98.52665
14.74015,20.6098,124.0249,98.52599
14.74664,20.6098,124.0249,98.52534
14.7533,20.6098,124.0249,98.52467
14.75934,20.6098,124.0249,98.52406
14.76643,20.51255,124.0125,98.52335
14.7811,20.41346,124,98.52189
14.78746,20.41346,124,98.52126
14.79339,20.41346,124,98.52066
14.80049,20.31364,123.9875,98.51995
14.80711,20.31364,123.9875,98.51929
14.81406,20.31364,123.9875,98.51859
14.82078,20.21423,123.9749,98.51792
14.82777,20.21423,123.9749,98.51722
14.83473,20.21423,123.9749,98.51653
14.84107,20.11637,123.9623,98.51589
14.84795,20.11637,123.9623,98.51521
14.85392,20.11637,123.9623,98.51461
14.86056,20.02119,123.9497,98.51395
14.86759,20.02119,123.9497,98.51324
14.87351,20.02119,123.9497,98.51265
14.88062,19.92983,123.9371,98.51194
14.88723,19.92983,123.9371,98.51128
14.8938,19.92983,123.9371,98.51062
14.90173,19.84336,123.9246,98.50983
14.90869,19.84336,123.9246,98.50913
14.91569,19.84336,123.9246,98.50843
14.92315,19.76285,123.9121,98.50768
14.94007,19.68925,123.8997,98.50599
14.94753,19.68925,123.8997,98.50525
14.95423,19.68925,123.8997,98.50458
14.96019,19.62348,123.8874,98.50398
14.96729,19.62348,123.8874,98.50327
14.97495,19.62348,123.8874,98.5025
14.98143,19.56634,123.8752,98.50185
14.98824,19.56634,123.8752,98.50117
14.99467,19.56634,123.8752,98.50053
15.00172,19.51854,123.8631,98.49982
15.00877,19.51854,123.8631,98.49912
15.01583,19.51854,123.8631,98.49841
15.02267,19.48066,123.8512,98.49773
15.03994,19.48066,123.8512,98.49601
15.04726,19.45316,123.8394,98.49528
15.05404,19.45316,123.8394,98.4946
15.0603,19.43637,123.8278,98.49397
15.06746,19.43637,123.8278,98.49326
15.07381,19.43637,123.8278,98.49262
15.08755,19.43047,123.8163,98.49124
15.09575,19.43047,123.8163,98.49043
15.1041,19.43551,123.8051,98.48959
15.11095,19.43551,123.8051,98.48891
15.11808,19.43551,123.8051,98.48819
15.12507,19.4514,123.794,98.4875
15.13257,19.4514,123.794,98.48674
15.13895,19.4514,123.794,98.48611
15.14645,19.47791,123.7832,98.48535
15.15454,19.47791,123.7832,98.48454
15.1625,19.5147,123.7725,98.48375
15.16979,19.5147,123.7725,98.48302
15.17673,19.5147,123.7725,98.48233
15.18356,19.56129,123.762,98.48164
15.19262,19.56129,123.762,98.48074
15.20245,19.61709,123.7518,98.47975
15.21,19.61709,123.7518,98.479
15.21751,19.61709,123.7518,98.47825
15.22486,19.68143,123.7418,98.47752
15.24082,19.75352,123.7319,98.47591
15.2473,19.75352,123.7319,98.47527
15.25427,19.75352,123.7319,98.47457
15.26037,19.83249,123.7223,98.47396
15.2676,19.83249,123.7223,98.47324
15.27369,19.83249,123.7223,98.47263
15.27929,19.83249,123.7223,98.47207
15.28625,19.91741,123.7128,98.47137
15.29279,19.91741,123.7128,98.47072
15.29928,19.91741,123.7128,98.47007
15.30634,20.00732,123.7036,98.46937
15.31281,20.00732,123.7036,98.46872
15.31935,20.00732,123.7036,98.46806
15.32531,20.10118,123.6945,98.46747
15.33304,20.10118,123.6945,98.4667
15.33939,20.10118,123.6945,98.46606
15.34629,20.19798,123.6856,98.46537
15.35304,20.19798,123.6856,98.4647
15.3598,20.19798,123.6856,98.46402
15.36673,20.29665,123.6768,98.46333
15.37292,20.29665,123.6768,98.46271
15.37968,20.29665,123.6768,98.46203
15.39456,20.39616,123.6682,98.46054
15.40184,20.49548,123.6597,98.45982
15.40886,20.49548,123.6597,98.45911
15.41582,20.49548,123.6597,98.45842
15.42269,20.59361,123.6513,98.45773
15.42895,20.59361,123.6513,98.45711
15.43543,20.59361,123.6513,98.45646
15.44163,20.68959,123.6431,98.45583
15.44812,20.68959,123.6431,98.45518
15.45507,20.68959,123.6431,98.45449
15.46162,20.7825,123.6349,98.45383
15.46856,20.7825,123.6349,98.45314
15.47437,20.7825,123.6349,98.45256
15.48037,20.87146,123.6269,98.45197
15.48687,20.87146,123.6269,98.45132
15.49303,20.87146,123.6269,98.4507
15.50067,20.95565,123.6189,98.44994
15.50908,20.95565,123.6189,98.44909
15.51591,20.95565,123.6189,98.44841
15.52166,21.03432,123.611,98.44783
15.52763,21.03432,123.611,98.44724
15.53446,21.03432,123.611,98.44656
15.54729,21.10677,123.6031,98.44527
15.55486,21.10677,123.6031,98.44451
15.56246,21.17236,123.5953,98.44376
15.57073,21.17236,123.5953,98.44292
15.57904,21.17236,123.5953,98.44209
15.58672,21.23054,123.5874,98.44133
15.59963,21.23054,123.5874,98.44004
15.60871,21.28081,123.5797,98.43913
15.61682,21.28081,123.5797,98.43832
15.62452,21.32275,123.5719,98.43755
15.63271,21.32275,123.5719,98.43673
15.64073,21.35603,123.564,98.43593
15.64909,21.35603,123.564,98.43509
15.65724,21.35603,123.564,98.43427
15.66511,21.38037,123.5562,98.43349
15.67394,21.38037,123.5562,98.43261
15.68198,21.39561,123.5484,98.4318
15.69168,21.39561,123.5484,98.43083
15.70897,21.40161,123.5405,98.4291
15.71851,21.40161,123.5405,98.42815
15.72707,21.39837,123.5325,98.42729
15.73539,21.39837,123.5325,98.42646
15.74296,21.38593,123.5245,98.4257
15.75121,21.38593,123.5245,98.42488
15.75904,21.38593,123.5245,98.4241
15.767,21.36441,123.5164,98.4233
15.7776,21.36441,123.5164,98.42224
15.78745,21.33401,123.5083,98.42126
15.79753,21.33401,123.5083,98.42025
15.80714,21.29501,123.5001,98.41929
15.81615,21.29501,123.5001,98.41839
15.82616,21.24772,123.4918,98.41738
15.83462,21.24772,123.4918,98.41653
15.84331,21.19256,123.4835,98.41567
15.86074,21.12998,123.475,98.41393
15.86897,21.12998,123.475,98.4131
15.8771,21.12998,123.475,98.41229
15.88532,21.06051,123.4666,98.41147
15.89383,21.06051,123.4666,98.41061
15.90172,20.98473,123.458,98.40983
15.90974,20.98473,123.458,98.40903
15.91877,20.98473,123.458,98.40813
15.92696,20.90327,123.4494,98.4073
15.93507,20.90327,123.4494,98.40649
15.9432,20.81681,123.4408,98.40568
15.95141,20.81681,123.4408,98.40486
15.95922,20.81681,123.4408,98.40408
15.96789,20.72607,123.4321,98.40321
15.97824,20.72607,123.4321,98.40218
15.98766,20.63184,123.4234,98.40124
15.99777,20.63184,123.4234,98.40022
16.0169,20.5349,123.4147,98.39831
16.02653,20.43611,123.4059,98.39735
16.03622,20.43611,123.4059,98.39638
16.0448,20.33631,123.3971,98.39552
16.05688,20.33631,123.3971,98.39431
16.066,20.2364,123.3884,98.3934
16.07569,20.2364,123.3884,98.39243
16.08434,20.13727,123.3796,98.39156
16.09348,20.13727,123.3796,98.39066
16.10211,20.0398,123.3709,98.38979
16.1109,20.0398,123.3709,98.38891
16.12053,19.9449,123.3621,98.38795
16.12946,19.9449,123.3621,98.38705
16.14985,19.85344,123.3534,98.38502
16.15946,19.85344,123.3534,98.38406
16.17961,19.76627,123.3448,98.38204
16.18829,19.68422,123.3361,98.38117
16.19733,19.68422,123.3361,98.38026
16.20535,19.60808,123.3276,98.37946
16.21341,19.60808,123.3276,98.37866
16.22181,19.53858,123.3191,98.37782
16.23064,19.53858,123.3191,98.37694
16.23866,19.53858,123.3191,98.37614
16.24595,19.47638,123.3106,98.3754
16.25395,19.47638,123.3106,98.3746
16.26216,19.42211,123.3022,98.37379
16.27089,19.42211,123.3022,98.37291
16.27932,19.42211,123.3022,98.37207
16.28806,19.3763,123.2939,98.37119
16.29658,19.3763,123.2939,98.37035
16.30511,19.33939,123.2856,98.36949
16.31349,19.33939,123.2856,98.36865
16.33107,19.31174,123.2775,98.36689
16.33888,19.31174,123.2775,98.36611
16.34551,19.29364,123.2694,98.36545
16.3536,19.29364,123.2694,98.36464
16.36059,19.28525,123.2613,98.36395
16.36786,19.28525,123.2613,98.36321
16.37429,19.28525,123.2613,98.36257
16.38037,19.28666,123.2534,98.36196
16.38811,19.28666,123.2534,98.36119
16.39581,19.28666,123.2534,98.36042
16.40379,19.29782,123.2456,98.35962
16.41146,19.29782,123.2456,98.35886
16.41822,19.29782,123.2456,98.35818
16.42407,19.31864,123.2378,98.35759
16.43118,19.31864,123.2378,98.35688
16.43918,19.31864,123.2378,98.35608
16.44707,19.34888,123.2301,98.35529
16.45457,19.34888,123.2301,98.35455
16.46241,19.38823,123.2225,98.35376
16.47062,19.38823,123.2225,98.35294
16.48833,19.4363,123.2149,98.35117
16.49737,19.4363,123.2149,98.35027
16.50609,19.49261,123.2074,98.34939
16.51529,19.49261,123.2074,98.34847
16.52492,19.5566,123.2,98.34751
16.53356,19.5566,123.2,98.34664
16.54205,19.62766,123.1927,98.34579
16.55115,19.62766,123.1927,98.34489
16.55956,19.62766,123.1927,98.34404
16.5693,19.70508,123.1854,98.34307
